구매id,리뷰날짜,구매옵션,리뷰내용,리뷰점수,수량
yyy0***,2025-10-29T03:17:32.270+00:00,발송일 선택 (당일조리): 10월 28일 화요일 발송,항상 잘먹이고있습니다 양도 넉넉해서 좋아요,5,1
k0****,2025-11-19T04:37:00.416+00:00,발송일 선택 (당일조리): 11월 14일 금요일 발송,배송도 정확하고 깔끔하고 맛도 있어서 아기가 좋아해요 :),5,1
wooj*******,2025-11-03T13:38:52.175+00:00,발송일 선택 (당일조리): 10월 17일 금요일 발송,이렇게 맛있고 편한 것을 왜 이제야ㅠㅜ,5,1
yunm******,2025-11-05T01:31:14.257+00:00,발송일 선택 (당일조리): 10월 31일 금요일 발송,"저는 맛나는데 저희아이는 국밥충이라 미역국만 엄청 잘먹네요 ㅠㅠㅠ반찬을 넘 안먹어서 걱정요
반찬은 제가 맛나게 먹겠습니당 ㅎ",5,1
yh79****,2025-11-05T12:14:23.571+00:00,발송일 선택 (당일조리): 11월 4일 화요일 발송,잘먹일게요^^ 감사해요,5,1
suas***,2025-10-15T12:19:57.459+00:00,발송일 선택 (당일조리): 10월 14일 화요일 발송,"16개월 아기 잘먹어요 꾸준히 주문하고잇네요
호불호잇는거는 어쩧수없는거같아요 
좋아하는것만 줄수는 없으니까요ㅜ
안먹는 반찬은 잘게 잘라서 참기름 넣고 밥에
비벼주니 잘먹어요",5,1
ud****,2025-10-26T12:17:49.209+00:00,발송일 선택 (당일조리): 10월 17일 금요일 발송,아기가 잘 먹네요~ 냉동보관 가능해서 좋아요,5,1
on_k***,2025-10-27T04:22:55.552+00:00,발송일 선택 (당일조리): 10월 21일 화요일 발송,매일 아이 반찬으로 고민했는데 골고루 반찬 보내주셔서 든든해요!,5,1
bomi******,2025-11-13T04:22:41.738+00:00,발송일 선택 (당일조리): 9월 9일 화요일 발송,아이가 너무 잘먹고 다양한 반찬을 맛볼수 있어 좋았습니다.,5,1
appl*******,2025-10-25T00:34:25.878+00:00,발송일 선택 (당일조리): 10월 24일 금요일 발송,빠른배송감사합니다번창하세요,5,7
juye******,2025-09-27T03:56:48.235+00:00,발송일 선택 (당일조리): 9월 23일 화요일 발송,"우선 1회만 시켜봤어요
달에 40-80만대 먹이다가 구매하니
다른 유아식에 비해 엄청 저렴한 느낌이고
식구들 다같이 먹어보았는데
엄아빠 언니는 다 맛있다는데
정작 먹어야할 둘째가 반찬 세가지 전부 뱉어내네요
잘게 잘라주면 먹을까 싶어서 한번 더 줘보려구여
애는 맛없어 했지만 저는 만족이요ㅎ
가성비도 좋습니다",4,1
love*******,2025-10-18T06:36:31.643+00:00,발송일 선택 (당일조리): 10월 17일 금요일 발송,하이라이스 비벼줬는데 잘먹네요~6살에게는 조금 간이 약해요^^ 간장 추가하니 맛나요 아주,5,1
wntj*****,2025-11-24T02:35:31.616+00:00,발송일 선택 (당일조리): 11월 21일 금요일 발송,항상 맛있능 반찬 감사해요,5,1
ttka****,2025-11-25T10:36:37.413+00:00,발송일 선택 (당일조리): 11월 14일 금요일 발송,항상 믿고 재구매합니다.,5,1
ttka****,2025-11-25T10:35:54.569+00:00,발송일 선택 (당일조리): 10월 31일 금요일 발송,항상 믿고 재구매 합니다.,5,1
minc*******,2025-11-02T11:34:51.924+00:00,발송일 선택 (당일조리): 10월 1일 수요일 발송,집밥 잘 먹었은거같네요,5,1
chlr****,2025-11-24T03:33:43.923+00:00,발송일 선택 (당일조리): 11월 18일 화요일 발송,매번주문하능 제품입니다,4,1
hih1***,2025-11-19T15:48:48.253+00:00,발송일 선택 (당일조리): 11월 14일 금요일 발송,빠른 배송 감사합니다,5,8
vvvi*****,2025-10-30T05:59:23.332+00:00,발송일 선택 (당일조리): 10월 28일 화요일 발송,반찬구성이 다양하고 양도 많네요,5,1
myso*****,2025-11-20T05:08:59.108+00:00,발송일 선택 (당일조리): 11월 7일 금요일 발송,아기가 맛있게 잘 먹어요 !,5,1
suas***,2025-10-30T04:59:26.708+00:00,발송일 선택 (당일조리): 10월 29일 수요일 발송,"꾸준히 먹이는중 
좋아요",5,1
qiqi****,2025-10-20T01:02:33.710+00:00,발송일 선택 (당일조리): 10월 1일 수요일 발송,여기가 맛있는 이유를 알겠어요! 정성이 너무 들어갔나봐요ㅎㅎ,5,1
tnql*****,2025-10-30T02:21:29.582+00:00,발송일 선택 (당일조리): 10월 14일 화요일 발송,감사합니다 잘씁니다,5,1
yyy0***,2025-10-22T05:14:08.710+00:00,발송일 선택 (당일조리): 10월 21일 화요일 발송,항상 잘먹고있습니다 ㅎ감사합니아,5,1
edc0***,2025-10-24T13:13:06.855+00:00,발송일 선택 (당일조리): 10월 17일 금요일 발송,"식단, 포장, 배송 완벽해요! 다만 어른 입맛에도 간이 적당하게 느껴지는 정도라서..ㅠㅠ 조금 더 크면 다시 주문해서 먹여야할것같아요! 이거는 사람마다 집마다 먹는 간 기준이 다른거라 ㅎㅎ 다음에 다시 찾아뵐게요~~",5,1
alzh*****,2025-10-30T01:48:05.822+00:00,발송일 선택 (당일조리): 9월 26일 금요일 발송,아기가 조금은 먹어주네요옹,4,1
ws****,2025-11-09T03:12:26.725+00:00,발송일 선택 (당일조리): 11월 7일 금요일 발송,"여기 뭐에요..?
밥거부 심하던 아기가 잘먹어요 😭
제가 먹어도 넘 맛잇어요 최고최고👍",5,1
thdu*****,2025-10-25T05:31:13.775+00:00,발송일 선택 (당일조리): 10월 24일 금요일 발송,와 싸장님...반찬너무 맛있구 밥잘먹는 아이이긴하지만 여기반찬으로 더잘먹어요.. 응가도 규칙적으로 잘하고 영양가만점에 써비스까지 주시다뇨... 앞으로 쭉 단골입니당😍,5,1
juni****,2025-11-14T14:11:05.421+00:00,발송일 선택 (당일조리): 10월 15일 수요일 발송,배송 빠르고 상품 좋아요,5,3
yrim*****,2025-10-27T07:51:14.355+00:00,발송일 선택 (당일조리): 10월 15일 수요일 발송,항상 잘 먹고있습니다,5,1
kya4***,2025-10-27T01:36:32.801+00:00,발송일 선택 (당일조리): 10월 24일 금요일 발송,재주문합니당 너무너무 맛있어요,5,1
sun_*****,2025-10-29T14:46:25.205+00:00,발송일 선택 (당일조리): 10월 28일 화요일 발송,항상 아기가 잘먹어요,5,2
mini*****,2025-10-24T01:57:27.220+00:00,발송일 선택 (당일조리): 10월 21일 화요일 발송,메뉴 다 맛있어서 애들이 좋아해요,5,1
tnsa*****,2025-10-31T02:57:20.343+00:00,발송일 선택 (당일조리): 10월 28일 화요일 발송,좋은 음식 만들어주셔서 감사합니다. 오늘도 즐거운 하루되세요~ 맛있어요~,5,1
char*****,2025-10-23T02:05:03.898+00:00,발송일 선택 (당일조리): 10월 21일 화요일 발송,맛있고 깔끔한거같아요,5,1
wooj*******,2025-11-11T13:44:13.515+00:00,발송일 선택 (당일조리): 11월 5일 수요일 발송,아이가 아주만족스럽게 잘먹고있습니다,5,1
jsil*****,2025-10-25T23:58:57.422+00:00,발송일 선택 (당일조리): 10월 22일 수요일 발송,"아이들이 너무너무 잘 먹어요! 냉동실 넣을 수 있는건 넣어놓고, 반찬 하기 힘든날 하나씩 꺼내주는데 너무 잘 먹어서 마음이 든든해요!",5,1
appl*******,2025-10-18T00:57:05.069+00:00,발송일 선택 (당일조리): 10월 17일 금요일 발송,빠른배송감사합니다번창하세요,5,1
yuhe****,2025-09-18T04:31:50.034+00:00,발송일 선택 (당일조리): 9월 16일 화요일 발송,"이번에 닭고기 밥볼튀김 신박했어여 아기가 잘 먹네여 
반찬과 국 여러개 중에 한두개는 잘 안묵지만 전반적으로 잘 먹는편이에요 다양한 식재료를 제가 못해주니 가격이 나가더라도 꾸준히 주문하고 있어요 
이번에 배달할때 아이스팩이 바뀌었는데 너므 좋은것 같아요 일반 물이라 버리기도 편해요",5,1
jsu9***,2025-11-12T04:09:16.883+00:00,발송일 선택 (당일조리): 11월 11일 화요일 발송,"처음 주문해봤는데
아이가 잘먹으면 계속 주문하려구요~~ㅣㅣ",5,1
hj88***,2025-11-13T20:33:08.676+00:00,발송일 선택 (당일조리): 10월 17일 금요일 발송,어른이 먹어도 맛있어요,5,1
tnsa*****,2025-11-14T10:00:05.726+00:00,발송일 선택 (당일조리): 11월 11일 화요일 발송,이번주도 잘먹었습니다.,5,1
gyjb****,2025-12-01T21:34:14.920+00:00,발송일 선택 (당일조리): 10월 31일 금요일 발송,좋아요 좋아요 좋았어요,5,1
hej4***,2025-11-11T13:11:39.034+00:00,발송일 선택 (당일조리): 8월 6일 수요일 발송,반찬 부족할때마다 시켜먹어요,5,1
yyy0***,2025-10-15T01:52:55.660+00:00,발송일 선택 (당일조리): 10월 14일 화요일 발송,항상 잘먹고있어요 제가 먹어도 맛있네오 ㅎ,5,1
sunh*****,2025-10-18T12:02:34.043+00:00,발송일 선택 (당일조리): 10월 15일 수요일 발송,아기도 잘먹고 저도먹어보니 맛있어요,5,1
aaa0****,2025-11-09T21:12:52.196+00:00,발송일 선택 (당일조리): 11월 7일 금요일 발송,빠른배송 감사합니다,5,4
somi****,2025-10-16T10:05:09.475+00:00,발송일 선택 (당일조리): 10월 1일 수요일 발송,메뉴가 다양해서 좋아요 아이가 잘먹어요,5,1
taeh*******,2025-11-14T03:58:27.572+00:00,발송일 선택 (당일조리): 11월 4일 화요일 발송,추천합니다 좋습니다 재구매~,5,1
junh*******,2025-11-15T13:31:24.569+00:00,발송일 선택 (당일조리): 10월 15일 수요일 발송,가자미구이 잘먹네요😊,4,1
suas***,2025-09-27T06:41:05.617+00:00,발송일 선택 (당일조리): 9월 26일 금요일 발송,"아침에 문자받고 오늘올까 안올까 걱정햇는데
다행히 차갑게 배송 잘됬네요 ㅜㅠ 
우체국에서도 연락이 없고
여기서 단체문자안보내주셨음 
아무것도 모르고 잇을뻔했는데
감사합니다~~",5,1
ooll***,2025-10-18T02:36:24.276+00:00,발송일 선택 (당일조리): 10월 17일 금요일 발송,"저희 27개월 아기가 입맛이 진짜 까다로워서 
제가 한것도 잘 안먹고 다른 곳에서 시킨 반찬들도
뱉던 아기인데 반찬이랑  닭곰탕 
엄청 잘 먹네요ㅎㅎ정말 감사해요 
정기배송 시키려구요!",5,1
hih1***,2025-11-08T12:52:07.248+00:00,발송일 선택 (당일조리): 10월 31일 금요일 발송,빠른배송 감사합니다,5,1
park*****,2025-10-20T05:13:37.846+00:00,발송일 선택 (당일조리): 10월 15일 수요일 발송,아이가 아주 잘먹네요 또 시켜야 겠습니다,5,1
wntj*****,2025-11-13T11:09:00.166+00:00,발송일 선택 (당일조리): 11월 11일 화요일 발송,정말 너무너무좋아요,5,1
se****,2025-10-16T05:37:36.047+00:00,발송일 선택 (당일조리): 10월 15일 수요일 발송,아기가 잘 먹어요 믿고 n번째 주문하구 있네요~,5,1
sglu***,2025-10-20T01:12:33.401+00:00,발송일 선택 (당일조리): 10월 17일 금요일 발송,아이가 잘 먹어주길 바라며 구매했아요,5,1
spee*****,2025-10-16T01:50:27.479+00:00,발송일 선택 (당일조리): 10월 14일 화요일 발송,잘먹네요!! 다음에 또 시켜볼게요,5,1
sonj*******,2025-09-16T12:27:18.789+00:00,발송일 선택 (당일조리): 9월 3일 수요일 발송,"제가 요리한건 맛이 없나싶어
주문해봅니다~
깔끔하니 반찬도 랜덤이고 좋네요
잘 먹어주진 않았지만ㅠ
또 주문할것 같아요ㅎ",5,1
wjdt******,2025-11-04T00:52:17.360+00:00,발송일 선택 (당일조리): 10월 15일 수요일 발송,반찬도 맛나고 좋으네요 ㅎㅎ 아기가 잘먹어요 ㅎㅎㅎ,5,1
zyth****,2025-11-03T11:03:38.920+00:00,발송일 선택 (당일조리): 10월 29일 수요일 발송,사진을 못찍었지만 아기캠핑갈때 들고가서 징짜 잘먹임,5,1
ckwn********,2025-11-09T23:57:34.520+00:00,발송일 선택 (당일조리): 10월 28일 화요일 발송,아기가 잘 먹어요 또 시킬거에요,5,1
moon*****,2025-11-09T00:54:15.505+00:00,발송일 선택 (당일조리): 11월 5일 수요일 발송,항상 잘 먹이고 있습니다,5,1
hand****,2025-10-07T10:23:05.704+00:00,발송일 선택 (당일조리): 9월 10일 수요일 발송,새로운 반찬을 접할수 있어서 좋아요. 그만큼 잘먹을지 안먹을지 알수없긴합니다.ㅎㅎ,4,1
inba****,2025-11-01T11:49:12.415+00:00,발송일 선택 (당일조리): 10월 31일 금요일 발송,배송빨라요 양이 진짜 많아요 잘 먹여볼께요,5,1
giri****,2025-10-18T15:48:18.874+00:00,발송일 선택 (당일조리): 10월 15일 수요일 발송,애기둘 일주일에서 열흘정도 먹어용,5,1
ddor****,2025-11-05T10:16:39.013+00:00,발송일 선택 (당일조리): 11월 4일 화요일 발송,재궁새. 잘먹이겠습니다. 잘먹길 재재재,5,1
zlag****,2025-11-07T15:00:35.473+00:00,발송일 선택 (당일조리): 11월 5일 수요일 발송,급할때 종종 구매해요 좋아요🩷,5,1
ke****,2025-10-20T03:16:53.509+00:00,발송일 선택 (당일조리): 10월 14일 화요일 발송,오자마자 소분해놨어요♡,5,1
coco*****,2025-11-24T23:31:12.794+00:00,발송일 선택 (당일조리): 11월 19일 수요일 발송,좋아요 좋아요 좋아요,5,10
coco*****,2025-11-24T23:30:37.787+00:00,발송일 선택 (당일조리): 11월 12일 수요일 발송,좋아요 좋아요 좋아요,5,1
dodo******,2025-07-27T06:46:45.489+00:00,발송일 선택 (당일조리): 7월 22일 화요일 발송,"19개월 10킬로 여아 양육중입니다. 어린이집 다니고 있어 집에서 아침은 간편식 저녁은 밥+반찬 챙겨주고 있어요. 애가 밥을 너무 안먹어서 저녁에 밥 먹일때 마다 너무 전쟁이라 반찬을 사보기로 결심하고 네이버 앞쪽에 뜨는 후기많은 곳에서 일단 주문 눌렀습니다. 

1. 배송
날씨가 너무 더워서 걱정을 좀 했는데 정말 꼼꼼하게 포장되어 잘 왔어요. 배송시작후 배송정보를 보니 발송지가 먼 곳이더라구요. (경기도 성남) 음식들은 아주 차갑게 잘 배송되었습니다. 반찬하나하나 재료 및 조리 방법이 꼼꼼하게 적힌 종이에서 정성이 느껴졌습니다. 정말 감사드려요. 

2. 아이 반응
수요일에 받아보고 현재까지 4끼정도 먹인 것 같아요. 일단 받은 반찬들도 아이가 호불호가 매우 갈립니다. 이번 반찬 중에는 짜장 파스타랑 어묵국, 아란치니를 잘 먹었어요. (딱 초딩애들이 좋아할 법한 것들만 좋아하네요..) 잘 먹는 반찬이 있다는 것에 만족하려구요. 6가지 전부 제가 해줄땐 생각도 못했던 반찬들이라 엄마의 선택지가 많아진 것 만으로 현재 만족입니다. 

3. 양 및 보관
양은 잘 안먹는 아이 혼자 먹기에 1주일치로는 많아, 소분하여 냉동했습니다. 포장용기가 전자레인지 사용도 가능하고 여러모로 편리합니다.

잘 먹어주면 정기배송신청하고 싶었는데, 일단 좀 더 지켜봐야 할 것 같네요.",5,1
moon*******,2025-11-01T00:38:23.375+00:00,발송일 선택 (당일조리): 10월 28일 화요일 발송,배송도 빠르고 아이도 잘 먹어 만족합니다^^,5,1
lala******,2025-10-07T13:14:16.669+00:00,발송일 선택 (당일조리): 9월 2일 화요일 발송,"19개월 아기가 먹기에 괜찮은 메뉴였어요~
다음에 또 시킬 의향있어요~~",5,1
soul******,2025-10-20T03:11:57.041+00:00,발송일 선택 (당일조리): 10월 17일 금요일 발송,알러지없는 아이 최근에 제가 만들어준 반찬 거부해서 쥬문해봤는데 넘넘 잘 먹어요!! ㅎㅎ 가리지 않고 다 먹어줘수 뿌듯합니다,5,1
semi*****,2025-09-19T15:22:32.018+00:00,발송일 선택 (당일조리): 9월 10일 수요일 발송,"아가들이 좋아하네요. 
완전 무염은 아니고 저염인데 
원래 요렇게 먹어야야 하는게 건강한 건데ㅜㅜ
저희 아이들은 이제 속세의 맛에 길들여져서 
간을 아주 조금 더 해주고 있어요
😅😅",5,1
sun_*****,2025-10-17T09:14:33.814+00:00,발송일 선택 (당일조리): 10월 14일 화요일 발송,맛잇어요 항상 잘먹어요~,5,1
co****,2025-11-01T11:37:30.237+00:00,발송일 선택 (당일조리): 10월 22일 수요일 발송,애기도잘먹고 구성도좋아요,5,1
m0****,2025-10-19T04:45:39.119+00:00,발송일 선택 (당일조리): 9월 26일 금요일 발송,알러지있는거 빼거나 디른메뉴로 변경가능하고 배송도 꼼꼼하게 빠르게 와서 주문시마다 늘 만족합니다,5,1
ayeo***,2025-09-04T09:42:53.835+00:00,발송일 선택 (당일조리): 9월 2일 화요일 발송,"맞벌이인데 일이 몰려서 아기 밥 시켜야겠다했는데 리뷰 좋길래 구매했어요. 시골이라 주변에 아기 반찬가게 없는 저한테는 너무 소중한 곳이네요~! 덕분에 스트레스가 줄었습니다. ㅠㅠ 애기도 잘먹어요! 
아침에 배송와서 상하면 어쩌나 걱정했는데 오후에 열었는데도 아이스팩도 다 안녹고 냉장고처럼 서늘했어요. ㅎㅎ 재구매갑니다~",5,1
